,StorageLevel,Inflow,Outflow,Precipitation,AvgTemp,SnowDepth,Snowfall,Precip_7d_sum,Precip_30d_sum,Temp_7d_avg,SnowDepth_30d_avg,Snowfall_7d_sum,Month,Forecast_Precip_7d_sum,Forecast_Temp_7d_avg,Forecast_1M_Precip_Below,Forecast_1M_Precip_Normal,Forecast_1M_Precip_Above,Forecast_1M_Temp_Below,Forecast_1M_Temp_Normal,Forecast_1M_Temp_Above
2022-04-02,247.2,19.55,19.35,0.0,3.2,0.0,0.0,4.0,95.0,5.54285714285714,12.966666666666667,0.0,4,11.5,7.114285714285712,18,44,38,75,19,6
2022-04-03,247.21,20.34,19.34,0.0,4.9,0.0,0.0,3.5,95.0,5.17142857142857,11.566666666666666,0.0,4,11.5,8.671428571428569,29,47,24,55,29,16
2022-04-04,247.35,25.54,19.41,9.5,6.4,0.0,0.0,10.5,96.5,5.2571428571428545,10.333333333333334,0.0,4,2.0,10.099999999999998,28,42,30,61,17,22
2022-04-05,247.83,30.17,19.4,0.5,8.4,0.0,0.0,11.0,83.5,5.985714285714285,8.466666666666667,0.0,4,1.5,11.185714285714283,15,53,32,55,29,16
2022-04-06,248.4,32.58,19.48,0.0,8.9,0.0,0.0,11.0,83.0,5.985714285714283,6.633333333333334,0.0,4,1.5,12.285714285714286,21,48,31,27,50,23
2022-04-07,249.06,31.63,19.55,1.0,5.1,0.0,0.0,11.0,84.0,5.7714285714285705,5.233333333333333,0.0,4,6.5,12.499999999999998,57,29,14,18,44,38
2022-04-08,249.6,30.27,19.52,0.5,6.1,0.0,0.0,11.5,84.5,6.142857142857141,4.0,0.0,4,25.0,12.557142857142855,62,26,12,27,53,20
2022-04-09,250.03,30.05,19.57,0.0,10.0,0.0,0.0,11.5,84.5,7.114285714285712,2.933333333333333,0.0,4,28.5,12.128571428571428,56,19,25,26,51,23
2022-04-10,250.82,45.19,19.54,0.0,15.8,0.0,0.0,11.5,84.5,8.671428571428569,2.066666666666667,0.0,4,28.5,11.028571428571427,60,32,8,15,59,26
2022-04-11,251.99,61.92,48.45,0.0,16.4,0.0,0.0,2.0,83.5,10.099999999999998,1.4333333333333333,0.0,4,28.5,10.128571428571428,60,19,21,19,51,30
2022-04-12,251.86,71.32,76.64,0.0,16.0,0.0,0.0,1.5,77.0,11.185714285714283,1.0,0.0,4,28.5,9.185714285714283,50,29,21,16,57,27
2022-04-13,251.83,72.25,71.14,0.0,16.6,0.0,0.0,1.5,72.5,12.285714285714286,0.6333333333333333,0.0,4,28.5,7.899999999999998,16,54,30,23,53,24
2022-04-14,251.77,59.86,68.65,6.0,6.6,0.0,0.0,6.5,68.5,12.499999999999998,0.5666666666666667,0.0,4,22.5,8.871428571428568,57,23,20,16,51,33
2022-04-15,251.45,42.37,39.29,19.0,6.5,0.0,0.0,25.0,87.5,12.557142857142855,0.5666666666666667,0.0,4,8.0,10.028571428571427,60,26,14,11,55,34
2022-04-16,252.06,42.56,27.43,3.5,7.0,0.0,0.0,28.5,91.0,12.128571428571428,0.5666666666666667,0.0,4,5.5,10.757142857142854,53,28,19,24,56,20
2022-04-17,252.51,34.22,27.48,0.0,8.1,0.0,0.0,28.5,78.0,11.028571428571427,0.3333333333333333,0.0,4,5.5,11.042857142857141,70,22,8,14,51,35
2022-04-18,252.71,29.86,27.39,0.0,10.1,0.0,0.0,28.5,55.0,10.128571428571428,0.03333333333333333,0.0,4,5.5,11.94285714285714,58,32,10,16,30,54
2022-04-19,252.81,29.91,27.42,0.0,9.4,0.0,0.0,28.5,55.0,9.185714285714283,0.0,0.0,4,14.5,12.828571428571426,53,24,23,13,32,55
2022-04-20,252.9,27.38,24.69,0.0,7.6,0.0,0.0,28.5,55.0,7.899999999999998,0.0,0.0,4,21.5,13.64285714285714,72,17,11,6,32,62
2022-04-21,253.1,27.31,20.9,0.0,13.4,0.0,0.0,22.5,55.0,8.871428571428568,0.0,0.0,4,21.5,13.299999999999999,52,26,22,12,23,65
2022-04-22,253.46,38.01,31.59,4.5,14.6,0.0,0.0,8.0,59.5,10.028571428571427,0.0,0.0,4,51.0,12.057142857142853,54,30,16,11,18,71
2022-04-23,253.55,40.84,40.38,1.0,12.1,0.0,0.0,5.5,60.0,10.757142857142854,0.0,0.0,4,51.0,11.428571428571427,54,29,17,8,22,70
2022-04-24,253.52,31.42,32.55,0.0,10.1,0.0,0.0,5.5,59.5,11.042857142857141,0.0,0.0,4,62.0,10.999999999999998,65,30,5,8,37,55
2022-04-25,253.53,32.73,31.8,0.0,16.4,0.0,0.0,5.5,49.5,11.94285714285714,0.0,0.0,4,62.0,9.885714285714284,60,32,8,8,31,61
2022-04-26,253.52,40.24,40.46,9.0,15.6,0.0,0.0,14.5,58.0,12.828571428571426,0.0,0.0,4,53.5,8.757142857142854,50,27,23,15,32,53
2022-04-27,253.61,83.54,80.78,7.0,13.3,0.0,0.0,21.5,62.5,13.64285714285714,0.0,0.0,4,46.5,8.828571428571426,17,51,32,23,21,56
2022-04-28,253.67,38.39,36.1,0.0,11.0,0.0,0.0,21.5,62.5,13.299999999999999,0.0,0.0,4,46.5,9.457142857142856,16,53,31,5,34,61
2022-04-29,253.81,32.09,30.03,34.0,5.9,0.0,0.0,51.0,96.5,12.057142857142853,0.0,0.0,4,12.5,10.999999999999996,54,35,11,16,27,57
2022-04-30,253.93,34.49,32.42,1.0,7.7,0.0,0.0,51.0,96.5,11.428571428571427,0.0,0.0,4,11.5,12.385714285714283,59,30,11,7,32,61
2022-05-01,254.02,30.13,25.5,11.0,7.1,0.0,0.0,62.0,107.5,10.999999999999998,0.0,0.0,5,0.5,13.085714285714284,53,29,18,50,31,19
2022-05-02,254.14,27.87,28.33,0.0,8.6,0.0,0.0,62.0,107.5,9.885714285714284,0.0,0.0,5,0.5,13.528571428571427,70,20,10,56,27,17
2022-05-03,254.1,24.12,25.04,0.5,7.7,0.0,0.0,53.5,108.0,8.757142857142854,0.0,0.0,5,0.0,14.157142857142855,16,56,28,56,31,13
2022-05-04,254.1,22.91,21.97,0.0,13.8,0.0,0.0,46.5,98.5,8.828571428571426,0.0,0.0,5,0.0,14.085714285714284,14,50,36,53,32,15
2022-05-05,254.08,24.78,27.55,0.0,15.4,0.0,0.0,46.5,98.0,9.457142857142856,0.0,0.0,5,0.0,14.299999999999997,19,55,26,58,29,13
2022-05-06,253.89,26.35,29.55,0.0,16.7,0.0,0.0,12.5,98.0,10.999999999999996,0.0,0.0,5,2.0,14.299999999999997,16,59,25,67,25,8
2022-05-07,253.81,25.51,27.34,0.0,17.4,0.0,0.0,11.5,97.0,12.385714285714283,0.0,0.0,5,5.0,14.14285714285714,17,61,22,64,27,9
2022-05-08,253.74,23.94,27.36,0.0,12.0,0.0,0.0,0.5,96.5,13.085714285714284,0.0,0.0,5,5.0,14.342857142857142,6,32,62,65,21,14
2022-05-09,253.52,18.25,23.07,0.0,11.7,0.0,0.0,0.5,96.5,13.528571428571427,0.0,0.0,5,5.0,14.314285714285713,10,26,64,63,25,12
2022-05-10,253.3,15.64,21.14,0.0,12.1,0.0,0.0,0.0,96.5,14.157142857142855,0.0,0.0,5,5.0,14.485714285714284,15,29,56,55,30,15
2022-05-11,253.04,14.94,20.42,0.0,13.3,0.0,0.0,0.0,96.5,14.085714285714284,0.0,0.0,5,5.0,14.657142857142857,21,24,55,65,15,20
2022-05-12,252.87,15.95,19.1,0.0,16.9,0.0,0.0,0.0,96.5,14.299999999999997,0.0,0.0,5,5.0,14.542857142857141,5,23,72,50,32,18
2022-05-13,252.74,16.34,19.03,2.0,16.7,0.0,0.0,2.0,98.5,14.299999999999997,0.0,0.0,5,3.0,14.7,16,25,59,63,31,6
2022-05-14,252.65,17.15,18.72,3.0,16.3,0.0,0.0,5.0,95.5,14.14285714285714,0.0,0.0,5,0.0,14.97142857142857,19,24,57,56,23,21
2022-05-15,252.53,14.31,18.56,0.0,13.4,0.0,0.0,5.0,76.5,14.342857142857142,0.0,0.0,5,17.5,15.242857142857142,17,32,51,54,32,14
2022-05-16,252.29,12.67,18.73,0.0,11.5,0.0,0.0,5.0,73.0,14.314285714285713,0.0,0.0,5,18.0,15.585714285714284,14,31,55,57,32,11
2022-05-17,251.99,16.33,23.65,0.0,13.3,0.0,0.0,5.0,73.0,14.485714285714284,0.0,0.0,5,18.0,16.07142857142857,10,22,68,54,24,22
2022-05-18,251.66,16.77,23.59,0.0,14.5,0.0,0.0,5.0,73.0,14.657142857142857,0.0,0.0,5,18.0,16.557142857142853,18,24,58,55,30,15
2022-05-19,251.36,10.72,17.75,0.0,16.1,0.0,0.0,5.0,73.0,14.542857142857141,0.0,0.0,5,18.0,17.014285714285712,7,18,75,11,52,37
2022-05-20,251.02,10.5,18.12,0.0,17.8,0.0,0.0,3.0,73.0,14.7,0.0,0.0,5,62.5,16.78571428571428,7,31,62,17,51,32
2022-05-21,250.66,10.15,18.11,0.0,18.2,0.0,0.0,0.0,73.0,14.97142857142857,0.0,0.0,5,63.0,16.514285714285712,24,21,55,16,62,22
2022-05-22,250.31,11.45,18.12,17.5,15.3,0.0,0.0,17.5,86.0,15.242857142857142,0.0,0.0,5,45.5,17.24285714285714,16,18,66,13,57,30
2022-05-23,249.98,10.05,18.12,0.5,13.9,0.0,0.0,18.0,85.5,15.585714285714284,0.0,0.0,5,45.0,17.285714285714285,6,34,60,24,51,25
2022-05-24,249.57,9.28,18.13,0.0,16.7,0.0,0.0,18.0,85.5,16.07142857142857,0.0,0.0,5,56.0,16.699999999999996,14,28,58,18,54,28
2022-05-25,249.14,8.87,18.08,0.0,17.9,0.0,0.0,18.0,85.5,16.557142857142853,0.0,0.0,5,56.5,16.528571428571425,14,21,65,21,52,27
2022-05-26,248.68,8.61,18.23,0.0,19.3,0.0,0.0,18.0,76.5,17.014285714285712,0.0,0.0,5,74.0,15.885714285714283,20,20,60,25,52,23
2022-05-27,248.58,29.29,18.22,44.5,16.2,0.0,0.0,62.5,114.0,16.78571428571428,0.0,0.0,5,40.0,15.47142857142857,15,56,29,22,21,57
2022-05-28,248.95,14.75,18.22,0.5,16.3,0.0,0.0,63.0,114.5,16.514285714285712,0.0,0.0,5,39.5,15.171428571428567,16,19,65,5,28,67
2022-05-29,248.65,10.8,18.17,0.0,20.4,0.0,0.0,45.5,80.5,17.24285714285714,0.0,0.0,5,39.5,14.242857142857142,12,36,52,12,34,54
2022-05-30,248.26,9.59,18.2,0.0,14.2,0.0,0.0,45.0,79.5,17.285714285714285,0.0,0.0,5,77.0,13.857142857142856,14,21,65,16,28,56
2022-05-31,247.86,11.64,16.61,11.0,12.6,0.0,0.0,56.0,79.5,16.699999999999996,0.0,0.0,5,88.5,13.942857142857141,8,33,59,17,20,63
2022-06-01,247.75,11.08,13.44,0.5,16.7,0.0,0.0,56.5,80.0,16.528571428571425,0.0,0.0,6,99.0,13.14285714285714,25,18,57,70,23,7
2022-06-02,247.59,12.31,13.5,17.5,14.8,0.0,0.0,74.0,97.0,15.885714285714283,0.0,0.0,6,81.5,12.928571428571427,11,19,70,63,28,9
2022-06-03,247.74,17.48,12.92,10.5,13.3,0.0,0.0,40.0,107.5,15.47142857142857,0.0,0.0,6,71.0,13.171428571428569,22,43,35,22,45,33
2022-06-04,247.93,13.5,11.3,0.0,14.2,0.0,0.0,39.5,107.5,15.171428571428567,0.0,0.0,6,72.0,13.728571428571428,15,29,56,12,54,34
2022-06-05,247.97,11.3,11.29,0.0,13.9,0.0,0.0,39.5,107.5,14.242857142857142,0.0,0.0,6,81.0,14.199999999999998,20,24,56,30,41,29
2022-06-06,247.98,19.25,11.29,37.5,11.5,0.0,0.0,77.0,145.0,13.857142857142856,0.0,0.0,6,43.5,14.957142857142856,12,50,38,19,48,33
2022-06-07,249.56,51.79,11.37,22.5,13.2,0.0,0.0,88.5,167.5,13.942857142857141,0.0,0.0,6,21.0,15.042857142857141,12,50,38,18,52,30
2022-06-08,250.68,30.35,16.57,11.0,11.1,0.0,0.0,99.0,178.5,13.14285714285714,0.0,0.0,6,17.0,15.557142857142855,62,27,11,17,27,56
2022-06-09,250.99,21.57,19.63,0.0,13.3,0.0,0.0,81.5,178.5,12.928571428571427,0.0,0.0,6,17.5,16.37142857142857,73,19,8,8,22,70
2022-06-10,250.94,16.17,19.62,0.0,15.0,0.0,0.0,71.0,178.5,13.171428571428569,0.0,0.0,6,18.0,17.07142857142857,53,25,22,23,23,54
2022-06-11,250.71,13.41,19.66,1.0,18.1,0.0,0.0,72.0,179.5,13.728571428571428,0.0,0.0,6,17.0,17.642857142857142,67,24,9,17,28,55
2022-06-12,250.39,12.74,19.65,9.0,17.2,0.0,0.0,81.0,186.5,14.199999999999998,0.0,0.0,6,17.5,18.4,55,23,22,17,27,56
2022-06-13,250.03,10.47,19.64,0.0,16.8,0.0,0.0,43.5,183.5,14.957142857142856,0.0,0.0,6,17.5,19.314285714285713,17,33,50,9,23,68
2022-06-14,249.56,9.31,19.63,0.0,13.8,0.0,0.0,21.0,183.5,15.042857142857141,0.0,0.0,6,17.5,20.314285714285713,14,23,63,19,16,65
2022-06-15,249.08,9.69,18.69,7.0,14.7,0.0,0.0,17.0,190.5,15.557142857142855,0.0,0.0,6,10.5,21.057142857142853,14,27,59,21,19,60
2022-06-16,248.72,10.94,18.11,0.5,19.0,0.0,0.0,17.5,191.0,16.37142857142857,0.0,0.0,6,11.0,20.9,11,19,70,22,24,54
2022-06-17,248.33,9.25,17.44,0.5,19.9,0.0,0.0,18.0,191.5,17.07142857142857,0.0,0.0,6,14.5,21.0,16,21,63,19,20,61
2022-06-18,247.95,8.41,16.03,0.0,22.1,0.0,0.0,17.0,191.5,17.642857142857142,0.0,0.0,6,18.5,21.328571428571426,15,22,63,5,30,65
2022-06-19,247.55,7.87,15.99,9.5,22.5,0.0,0.0,17.5,201.0,18.4,0.0,0.0,6,9.5,21.857142857142854,15,27,58,9,36,55
2022-06-20,247.14,7.87,15.93,0.0,23.2,0.0,0.0,17.5,201.0,19.314285714285713,0.0,0.0,6,107.5,21.714285714285715,5,27,68,10,17,73
2022-06-21,246.71,7.11,15.88,0.0,20.8,0.0,0.0,17.5,183.5,20.314285714285713,0.0,0.0,6,107.5,22.299999999999994,16,30,54,8,20,72
2022-06-22,246.23,6.49,15.84,0.0,19.9,0.0,0.0,10.5,183.0,21.057142857142853,0.0,0.0,6,107.5,23.228571428571424,24,20,56,17,20,63
2022-06-23,245.74,6.69,15.33,1.0,17.9,0.0,0.0,11.0,184.0,20.9,0.0,0.0,6,115.5,24.342857142857138,13,20,67,18,26,56
2022-06-24,245.34,7.91,13.42,4.0,20.6,0.0,0.0,14.5,188.0,21.0,0.0,0.0,6,111.5,25.171428571428567,11,32,57,15,29,56
2022-06-25,245.15,8.63,11.4,4.0,24.4,0.0,0.0,18.5,192.0,21.328571428571426,0.0,0.0,6,107.5,25.457142857142856,9,28,63,5,34,61
2022-06-26,244.94,6.85,11.38,0.5,26.2,0.0,0.0,9.5,148.0,21.857142857142854,0.0,0.0,6,107.0,25.571428571428566,15,28,57,17,20,63
2022-06-27,245.88,62.87,15.59,98.0,22.2,0.0,0.0,107.5,245.5,21.714285714285715,0.0,0.0,6,19.0,25.885714285714283,16,27,57,19,25,56
2022-06-28,247.69,29.16,19.66,0.0,24.9,0.0,0.0,107.5,245.5,22.299999999999994,0.0,0.0,6,19.0,25.67142857142857,13,26,61,14,29,57
2022-06-29,247.74,15.72,19.68,0.0,26.4,0.0,0.0,107.5,245.5,23.228571428571424,0.0,0.0,6,19.0,25.071428571428566,8,33,59,18,20,62
2022-06-30,247.7,24.62,19.67,9.0,25.7,0.0,0.0,115.5,243.5,24.342857142857138,0.0,0.0,6,10.0,24.61428571428571,12,28,60,8,26,66
2022-07-01,247.82,16.89,19.67,0.0,26.4,0.0,0.0,111.5,243.0,25.171428571428567,0.0,0.0,7,10.0,24.057142857142853,8,21,71,17,49,34
2022-07-02,247.55,12.55,19.67,0.0,26.4,0.0,0.0,107.5,225.5,25.457142857142856,0.0,0.0,7,11.0,23.428571428571427,19,23,58,13,51,36
2022-07-03,247.12,10.22,19.64,0.0,27.0,0.0,0.0,107.0,215.0,25.571428571428566,0.0,0.0,7,11.0,23.085714285714285,15,28,57,31,48,21
2022-07-04,246.6,9.57,19.51,10.0,24.4,0.0,0.0,19.0,225.0,25.885714285714283,0.0,0.0,7,1.0,22.91428571428571,20,24,56,11,51,38
2022-07-05,246.08,10.01,19.47,0.0,23.4,0.0,0.0,19.0,225.0,25.67142857142857,0.0,0.0,7,8.0,22.857142857142858,22,17,61,22,47,31
2022-07-06,245.56,8.59,19.45,0.0,22.2,0.0,0.0,19.0,187.5,25.071428571428566,0.0,0.0,7,100.0,22.657142857142855,17,18,65,14,57,29
2022-07-07,244.93,7.29,17.86,0.0,22.5,0.0,0.0,10.0,165.0,24.61428571428571,0.0,0.0,7,102.5,22.24285714285714,6,25,69,23,48,29
2022-07-08,244.51,8.07,14.41,0.0,22.5,0.0,0.0,10.0,154.0,24.057142857142853,0.0,0.0,7,192.5,21.814285714285713,18,26,56,14,56,30
2022-07-09,244.13,7.87,14.35,1.0,22.0,0.0,0.0,11.0,155.0,23.428571428571427,0.0,0.0,7,263.0,21.7,22,30,48,20,47,33
2022-07-10,243.74,7.41,14.29,0.0,24.6,0.0,0.0,11.0,155.0,23.085714285714285,0.0,0.0,7,270.0,21.27142857142857,13,24,63,27,44,29
2022-07-11,243.34,6.97,12.51,0.0,23.2,0.0,0.0,1.0,154.0,22.91428571428571,0.0,0.0,7,270.0,21.342857142857138,9,26,65,25,41,34
2022-07-12,243.08,7.2,11.38,7.0,23.0,0.0,0.0,8.0,152.0,22.857142857142858,0.0,0.0,7,289.5,21.27142857142857,7,22,71,21,53,26
2022-07-13,243.73,34.99,12.59,92.0,20.8,0.0,0.0,100.0,244.0,22.657142857142855,0.0,0.0,7,209.0,21.699999999999996,22,17,61,23,15,62
2022-07-14,244.36,17.8,17.8,2.5,19.6,0.0,0.0,102.5,246.5,22.24285714285714,0.0,0.0,7,207.0,22.24285714285714,7,28,65,16,22,62
2022-07-15,244.34,47.2,47.38,90.0,19.5,0.0,0.0,192.5,329.5,21.814285714285713,0.0,0.0,7,147.0,22.585714285714282,9,35,56,8,27,65
2022-07-16,245.29,149.33,140.86,71.5,21.2,0.0,0.0,263.0,400.5,21.7,0.0,0.0,7,79.0,22.91428571428571,23,44,33,21,18,61
2022-07-17,244.42,53.61,60.03,7.0,21.6,0.0,0.0,270.0,407.0,21.27142857142857,0.0,0.0,7,72.0,23.31428571428571,19,45,36,17,28,55
2022-07-18,244.35,32.69,34.4,0.0,23.7,0.0,0.0,270.0,407.0,21.342857142857138,0.0,0.0,7,79.0,23.357142857142854,23,40,37,15,29,56
2022-07-19,244.16,27.13,29.2,26.5,22.5,0.0,0.0,289.5,424.0,21.27142857142857,0.0,0.0,7,52.5,23.842857142857138,14,53,33,24,19,57
2022-07-20,244.98,60.15,43.24,11.5,23.8,0.0,0.0,209.0,435.5,21.699999999999996,0.0,0.0,7,41.0,24.14285714285714,24,41,35,16,20,64
2022-07-21,244.55,33.07,49.28,0.5,23.4,0.0,0.0,207.0,436.0,22.24285714285714,0.0,0.0,7,40.5,24.457142857142856,24,47,29,10,30,60
2022-07-22,244.29,29.98,25.88,30.0,21.9,0.0,0.0,147.0,466.0,22.585714285714282,0.0,0.0,7,11.0,24.971428571428568,18,58,24,7,32,61
2022-07-23,244.81,33.51,21.03,3.5,23.5,0.0,0.0,79.0,468.5,22.91428571428571,0.0,0.0,7,7.5,25.257142857142856,32,45,23,15,28,57
2022-07-24,245.27,24.06,21.1,0.0,24.4,0.0,0.0,72.0,464.5,23.31428571428571,0.0,0.0,7,7.5,25.61428571428571,17,58,25,10,30,60
2022-07-25,245.28,19.07,21.1,7.0,24.0,0.0,0.0,79.0,467.5,23.357142857142854,0.0,0.0,7,0.5,26.04285714285714,23,48,29,6,38,56
2022-07-26,245.06,15.03,20.17,0.0,25.9,0.0,0.0,52.5,467.0,23.842857142857138,0.0,0.0,7,0.5,26.27142857142857,19,58,23,18,26,56
2022-07-27,244.73,12.69,19.54,0.0,25.9,0.0,0.0,41.0,369.0,24.14285714285714,0.0,0.0,7,32.5,26.04285714285714,16,53,31,23,17,60
2022-07-28,244.36,12.06,17.4,0.0,25.6,0.0,0.0,40.5,369.0,24.457142857142856,0.0,0.0,7,35.0,25.17142857142857,15,52,33,15,33,52
2022-07-29,244.08,11.01,16.11,0.5,25.5,0.0,0.0,11.0,369.5,24.971428571428568,0.0,0.0,7,35.0,24.285714285714285,10,29,61,15,46,39
2022-07-30,243.76,10.27,16.15,0.0,25.5,0.0,0.0,7.5,360.5,25.257142857142856,0.0,0.0,7,35.0,23.485714285714288,18,31,51,16,51,33
2022-07-31,243.37,9.13,16.18,0.0,26.9,0.0,0.0,7.5,360.5,25.61428571428571,0.0,0.0,7,37.5,22.74285714285714,15,20,65,12,58,30
2022-08-01,242.93,8.5,16.1,0.0,27.0,0.0,0.0,0.5,360.5,26.04285714285714,0.0,0.0,8,39.5,22.471428571428568,9,22,69,19,29,52
2022-08-02,242.46,8.19,15.59,0.0,27.5,0.0,0.0,0.5,360.5,26.27142857142857,0.0,0.0,8,39.5,22.4,10,32,58,7,32,61
2022-08-03,242.23,15.9,14.26,32.0,24.3,0.0,0.0,32.5,382.5,26.04285714285714,0.0,0.0,8,7.5,22.61428571428571,25,53,22,5,34,61
2022-08-04,242.33,12.63,14.27,2.5,19.5,0.0,0.0,35.0,385.0,25.17142857142857,0.0,0.0,8,5.0,23.571428571428566,17,52,31,12,28,60
2022-08-05,242.11,9.78,14.22,0.5,19.3,0.0,0.0,35.0,385.5,24.285714285714285,0.0,0.0,8,4.5,24.599999999999998,22,20,58,14,24,62
2022-08-06,241.81,8.74,14.2,0.0,19.9,0.0,0.0,35.0,385.5,23.485714285714288,0.0,0.0,8,29.5,25.328571428571426,4,36,60,12,32,56
2022-08-07,241.56,13.55,14.2,2.5,21.7,0.0,0.0,37.5,388.0,22.74285714285714,0.0,0.0,8,58.0,25.757142857142856,6,23,71,19,31,50
2022-08-08,241.51,10.72,13.62,2.0,25.1,0.0,0.0,39.5,389.0,22.471428571428568,0.0,0.0,8,63.0,25.485714285714284,9,27,64,13,30,57
2022-08-09,241.28,8.76,13.27,0.0,27.0,0.0,0.0,39.5,389.0,22.4,0.0,0.0,8,65.5,25.085714285714282,14,26,60,16,34,50
2022-08-10,240.97,7.8,13.18,0.0,25.8,0.0,0.0,7.5,389.0,22.61428571428571,0.0,0.0,8,70.5,24.842857142857138,17,20,63,10,20,70
2022-08-11,240.62,8.75,13.12,0.0,26.2,0.0,0.0,5.0,382.0,23.571428571428566,0.0,0.0,8,123.5,24.199999999999996,16,31,53,27,49,24
2022-08-12,240.36,7.78,13.09,0.0,26.5,0.0,0.0,4.5,290.0,24.599999999999998,0.0,0.0,8,123.5,23.64285714285714,14,30,56,30,50,20
2022-08-13,240.15,20.67,14.25,25.0,25.0,0.0,0.0,29.5,312.5,25.328571428571426,0.0,0.0,8,101.5,23.099999999999998,13,23,64,13,51,36
2022-08-14,242.21,63.52,19.39,31.0,24.7,0.0,0.0,58.0,253.5,25.757142857142856,0.0,0.0,8,70.5,22.971428571428568,17,63,20,27,46,27
2022-08-15,243.79,39.02,19.23,7.0,23.2,0.0,0.0,63.0,189.0,25.485714285714284,0.0,0.0,8,63.5,23.02857142857143,16,48,36,15,47,38
2022-08-16,244.95,35.45,19.27,2.5,24.2,0.0,0.0,65.5,184.5,25.085714285714282,0.0,0.0,8,61.0,23.24285714285714,26,44,30,17,60,23
2022-08-17,245.53,23.99,21.05,5.0,24.1,0.0,0.0,70.5,189.5,24.842857142857138,0.0,0.0,8,56.0,23.12857142857143,20,58,22,11,55,34
2022-08-18,246.79,104.7,56.35,53.0,21.7,0.0,0.0,123.5,216.0,24.199999999999996,0.0,0.0,8,26.0,22.857142857142854,14,55,31,21,45,34
2022-08-19,247.82,49.84,61.94,0.0,22.6,0.0,0.0,123.5,204.5,23.64285714285714,0.0,0.0,8,42.0,22.74285714285714,26,45,29,24,51,25
2022-08-20,246.85,30.88,53.52,3.0,21.2,0.0,0.0,101.5,207.0,23.099999999999998,0.0,0.0,8,50.0,22.928571428571427,68,18,14,14,48,38
2022-08-21,245.5,23.03,50.91,0.0,23.8,0.0,0.0,70.5,177.0,22.971428571428568,0.0,0.0,8,62.5,22.099999999999998,25,44,31,25,55,20
2022-08-22,244.2,16.41,29.66,0.0,23.6,0.0,0.0,63.5,173.5,23.02857142857143,0.0,0.0,8,62.5,21.357142857142858,14,59,27,22,49,29
2022-08-23,243.81,13.15,19.19,0.0,25.7,0.0,0.0,61.0,173.5,23.24285714285714,0.0,0.0,8,67.5,20.41428571428571,13,63,24,20,53,27
2022-08-24,243.43,11.94,19.16,0.0,23.3,0.0,0.0,56.0,166.5,23.12857142857143,0.0,0.0,8,76.0,20.071428571428573,12,52,36,11,54,35
2022-08-25,242.96,14.93,19.11,23.0,19.8,0.0,0.0,26.0,189.5,22.857142857142854,0.0,0.0,8,53.0,20.571428571428566,24,55,21,18,62,20
2022-08-26,243.72,36.1,19.17,16.0,21.8,0.0,0.0,42.0,205.5,22.74285714285714,0.0,0.0,8,37.5,20.65714285714285,20,47,33,69,21,10
2022-08-27,244.12,24.16,19.21,11.0,22.5,0.0,0.0,50.0,216.5,22.928571428571427,0.0,0.0,8,33.5,20.328571428571426,64,18,18,66,16,18
2022-08-28,244.76,33.68,19.28,12.5,18.0,0.0,0.0,62.5,228.5,22.099999999999998,0.0,0.0,8,38.5,20.61428571428571,61,20,19,69,25,6
2022-08-29,245.15,21.31,19.29,0.0,18.4,0.0,0.0,62.5,228.5,21.357142857142858,0.0,0.0,8,43.5,20.928571428571427,60,23,17,54,37,9
2022-08-30,245.12,17.47,19.31,5.0,19.1,0.0,0.0,67.5,233.5,20.41428571428571,0.0,0.0,8,41.5,21.471428571428568,58,32,10,57,25,18
2022-08-31,245.09,19.64,19.28,8.5,20.9,0.0,0.0,76.0,242.0,20.071428571428573,0.0,0.0,8,34.0,21.799999999999994,53,32,15,63,19,18
2022-09-01,245.5,31.76,24.39,0.0,23.3,0.0,0.0,53.0,242.0,20.571428571428566,0.0,0.0,9,44.5,21.214285714285715,66,19,15,7,29,64
2022-09-02,245.26,18.96,26.86,0.5,22.4,0.0,0.0,37.5,210.5,20.65714285714285,0.0,0.0,9,45.0,21.04285714285714,48,28,24,6,35,59
2022-09-03,244.85,15.87,23.46,7.0,20.2,0.0,0.0,33.5,215.0,20.328571428571426,0.0,0.0,9,38.0,21.257142857142856,72,20,8,16,34,50
2022-09-04,244.81,27.88,23.54,17.5,20.0,0.0,0.0,38.5,232.0,20.61428571428571,0.0,0.0,9,20.5,21.21428571428571,65,23,12,21,18,61
2022-09-05,244.8,20.3,23.55,5.0,20.6,0.0,0.0,43.5,237.0,20.928571428571427,0.0,0.0,9,15.5,21.37142857142857,65,29,6,15,19,66
2022-09-06,244.56,18.73,23.53,3.0,22.9,0.0,0.0,41.5,237.5,21.471428571428568,0.0,0.0,9,12.5,21.428571428571423,58,21,21,10,27,63
2022-09-07,244.31,17.7,18.02,1.0,23.2,0.0,0.0,34.0,236.5,21.799999999999994,0.0,0.0,9,11.5,21.27142857142857,56,25,19,23,25,52
2022-09-08,244.63,19.24,14.63,10.5,19.2,0.0,0.0,44.5,247.0,21.214285714285715,0.0,0.0,9,1.0,21.314285714285713,62,24,14,14,30,56
2022-09-09,244.63,16.6,18.94,1.0,21.2,0.0,0.0,45.0,248.0,21.04285714285714,0.0,0.0,9,0.0,21.199999999999996,70,22,8,19,18,63
